#{"t_start": 1648104910.3486693, "env_id": null}
r,l,t
59.922038,1674,4.859412
235.688272,1674,9.534912
568.165404,1674,14.165906
294.763711,1674,18.851961
274.880066,1674,23.493695
259.537659,1674,28.144687
134.515966,1674,32.792318
131.277342,1674,37.415881
249.116938,1674,42.009835
202.553317,1674,46.616798
170.954487,1674,51.20416
241.492036,1674,55.804346
27.135117,1674,60.378275
104.553169,1674,64.967351
39.202573,1674,69.561187
59.750178,1674,74.15991
175.246626,1674,78.754468
81.127017,1674,83.33898
79.258876,1674,87.926754
50.99598,1674,92.52886
40.946909,1674,97.136439
57.3001,1674,101.729705
156.84862,1674,106.308909
221.208752,1674,110.891261
377.86693,1674,115.455848
408.369173,1674,120.025181
323.345742,1674,124.601518
368.313249,1674,129.162451
402.111646,1674,133.730795
376.350526,1674,138.288113
347.622634,1674,142.985436
234.78826,1674,147.565372
419.661817,1674,152.133117
254.559912,1674,156.735492
228.987013,1674,161.312026
322.600023,1674,165.868171
294.518245,1674,170.431921
250.319351,1674,174.989844
368.480501,1674,179.545181
369.943486,1674,184.090847
351.624538,1674,188.603541
360.59426,1674,193.146462
312.776984,1674,197.697191
310.816316,1674,202.24092
344.924606,1674,206.793329
407.943001,1674,211.343858
327.831213,1674,215.895
351.523068,1674,220.418894
312.985395,1674,224.929292
272.114627,1674,229.484624
338.837499,1674,234.0464
255.218502,1674,238.611383
330.991539,1674,243.156874
303.935502,1674,247.69067
279.542977,1674,252.206388
212.957904,1674,256.742692
254.500814,1674,261.28285
342.657571,1674,265.828569
189.391726,1674,270.379381
373.039301,1674,274.881161
135.66204,1674,279.399442
131.955176,1674,283.912724
181.69586,1674,288.404765
199.418458,1674,292.931257
149.685692,1674,297.481762
148.014645,1674,302.028251
179.847001,1674,306.570332
168.141688,1674,311.104014
105.181924,1674,315.612718
172.160648,1674,320.087382
101.110725,1674,324.575943
174.340262,1674,329.129272
185.570402,1674,333.782376
200.508377,1674,338.326301
178.843923,1674,342.822567
156.658749,1674,347.328854
118.350651,1674,351.854565
79.369868,1674,356.338233
46.707462,1674,360.873537
61.249964,1674,365.421869
71.865116,1674,369.966594
81.951759,1674,374.477969
109.958054,1674,378.987263
110.928061,1674,383.49996
158.395773,1674,387.98591
136.09247,1674,392.493806
133.24402,1674,397.034235
143.32608,1674,401.560427
118.739384,1674,406.072717
88.382004,1674,410.537521
74.235799,1674,415.020719
69.692524,1674,419.49552
44.647249,1674,423.991639
82.909566,1674,428.522952
87.528078,1674,433.062104
43.981608,1674,437.59808
59.543136,1674,442.123974
69.937538,1674,446.630071
65.182303,1674,451.139354
214.522298,1674,455.631788
203.851005,1674,460.128064
165.021667,1674,464.668813
261.768245,1674,469.210537
259.084696,1674,473.718804
174.510242,1674,478.218952
229.06331,1674,482.718631
270.74495,1674,487.2003
223.1385,1674,491.811938
228.212614,1674,496.330638
196.485406,1674,500.878733
208.782421,1674,505.394292
221.100034,1674,509.891307
237.579678,1674,514.38657
258.79555,1674,518.867055
175.169228,1674,523.356163
286.693805,1674,527.85173
256.148643,1674,532.36043
263.049542,1674,536.851517
280.969126,1674,541.35239
264.762087,1674,545.839025
217.66987,1674,550.342642
212.207179,1674,554.834216
211.171312,1674,559.366885
241.601721,1674,563.880188
284.216503,1674,568.372915
303.287513,1674,572.862777
271.759826,1674,577.351611
258.322296,1674,581.825295
341.011358,1674,586.313977
290.838001,1674,590.818264
277.121025,1674,595.362581
276.028644,1674,599.859388
225.158318,1674,604.359261
240.593183,1674,608.851525
201.443146,1674,613.337201
232.084768,1674,617.840885
232.963195,1674,622.364364
202.020023,1674,626.892665
190.452354,1674,631.41481
255.072053,1674,635.905077
223.426938,1674,640.399118
312.187761,1674,644.893385
279.794893,1674,649.389647
284.534711,1674,653.927359
235.640216,1674,658.443845
250.166866,1674,662.997685
240.636302,1674,667.502785
221.303427,1674,671.995471
265.491063,1674,676.495745
240.719067,1674,681.033535
254.555032,1674,685.57426
227.846812,1674,690.125196
263.904427,1674,694.685532
249.544407,1674,699.224685
234.467006,1674,703.721959
236.18263,1674,708.325737
215.670319,1674,712.863459
179.766746,1674,717.419191
246.039836,1674,721.977651
146.070366,1674,726.534716
209.034887,1674,731.095464
157.032929,1674,735.606156
164.913651,1674,740.110026
164.183607,1674,744.604391
194.351804,1674,749.155115
224.88926,1674,753.714636
188.870478,1674,758.276561
201.225082,1674,762.831888
177.439283,1674,767.357185
209.580228,1674,771.847747
36.469434,1674,776.383224
29.531808,1674,780.942533
31.243435,1674,785.495882
61.339515,1674,790.046194
41.252835,1674,794.587917
52.45295,1674,799.135671
17.045321,1674,803.641945
48.922123,1674,808.163228
86.122967,1674,812.720777
32.558128,1674,817.2777
20.904738,1674,821.833397
24.796625,1674,826.392914
75.721331,1674,830.966253
92.415372,1674,835.508313
126.237619,1674,840.022922
176.313533,1674,844.581988
180.690454,1674,849.134725
200.21458,1674,853.678645
262.819855,1674,858.249391
333.854638,1674,862.806422
282.550451,1674,867.355661
277.347925,1674,871.864273
288.638943,1674,876.404945
310.531392,1674,880.963853
309.515447,1674,885.508535
304.354816,1674,890.065883
413.36949,1674,894.621627
267.33937,1674,899.277458
298.165948,1674,903.849998
271.940983,1674,908.374871
208.154272,1674,912.925602
303.00374,1674,917.479507
209.175688,1674,922.032243
200.005542,1674,926.576966
225.845934,1674,931.128894
239.02424,1674,935.70694
221.582072,1674,940.266961
219.972051,1674,944.828683
292.185963,1674,949.377837
332.789057,1674,953.92699
310.331011,1674,958.483037
278.533683,1674,963.033815
362.552292,1674,967.58596
273.538543,1674,972.138033
438.47584,1674,976.696527
271.234489,1674,981.237447
327.883539,1674,985.784754
166.203875,1674,990.327666
218.256111,1674,994.877157
112.288952,1674,999.419068
117.495429,1674,1003.964383
54.684355,1674,1008.521709
111.902249,1674,1013.078441
174.287735,1674,1017.636173
157.530452,1674,1022.189083
195.273089,1674,1026.738815
279.529068,1674,1031.286316
343.068768,1674,1035.83806
324.621142,1674,1040.403007
357.111204,1674,1044.953742
153.033674,1674,1049.493462
108.772442,1674,1054.041387
81.436588,1674,1058.698669
151.428769,1674,1063.268421
196.414047,1674,1067.826181
151.558516,1674,1072.391705
71.980933,1674,1076.953023
63.673921,1674,1081.521778
22.507033,1674,1086.060767
47.091141,1674,1090.606
20.082878,1674,1095.161736
18.975536,1674,1099.719068
9.196868,1674,1104.271972
16.806767,1674,1108.8287
11.771361,1674,1113.376839
27.370501,1674,1117.907168
66.084284,1674,1122.456637
137.23599,1674,1127.00563
172.702545,1674,1131.536346
158.096985,1674,1136.08323
76.719451,1674,1140.632557
95.864122,1674,1145.179282
118.919837,1674,1149.728004
114.061633,1674,1154.263892
136.558046,1674,1158.821472
135.720497,1674,1163.331281
84.175314,1674,1167.876418
113.015741,1674,1172.43576
97.76173,1674,1176.990055
81.056941,1674,1181.536795
116.061399,1674,1186.093216
71.227138,1674,1190.641541
45.470493,1674,1195.139828
65.043739,1674,1199.667538
55.786745,1674,1204.216455
84.822948,1674,1208.769183
58.963468,1674,1213.315908
43.619008,1674,1217.837614
20.673155,1674,1222.3534
62.995912,1674,1226.866691
85.892075,1674,1231.37638
78.681913,1674,1235.933302
108.424082,1674,1240.495047
87.376346,1674,1245.047774
90.199724,1674,1249.591497
66.608861,1674,1254.098362
78.354597,1674,1258.606052
117.599215,1674,1263.10074
143.451485,1674,1267.635641
222.316764,1674,1272.183546
259.114867,1674,1276.846546
250.943988,1674,1281.414588
180.229695,1674,1285.921033
181.525925,1674,1290.414285
143.654738,1674,1294.909227
138.182937,1674,1299.398687
156.281994,1674,1303.950574
171.224917,1674,1308.518322
128.76164,1674,1313.038435
278.532371,1674,1317.570926
175.536478,1674,1322.060185
287.162442,1674,1326.553173
272.66496,1674,1331.032839
264.114801,1674,1335.539557
263.662579,1674,1340.085371
338.705363,1674,1344.601146
239.972165,1674,1349.142475
323.228873,1674,1353.666451
