#{"t_start": 1646714696.550839, "env_id": null}
r,l,t
37.594072,1674,4.489081
49.820773,1674,17.074523
59.491672,1674,29.64295
23.427369,1674,42.162332
56.997637,1674,54.735764
48.759163,1674,59.195818
224.115808,1674,71.742225
64.508209,1674,84.333673
38.823584,1674,96.931126
102.92432,1674,109.489544
50.070195,1674,113.931582
5.694619,1674,126.523031
17.578912,1674,139.06143
71.710389,1674,151.641868
73.601914,1674,164.27135
118.366086,1674,176.79874
41.344476,1674,181.270806
87.9968,1674,193.799196
-9.902443,1674,206.199471
51.263337,1674,218.465622
52.431425,1674,230.971993
23.395641,1674,235.40102
37.368644,1674,247.812304
32.339038,1674,260.267628
4.629711,1674,272.667902
51.949959,1674,285.060168
24.233175,1674,297.456439
17.779723,1674,301.86845
81.948643,1674,314.290744
53.416143,1674,326.73706
69.855919,1674,339.157352
63.529583,1674,351.588655
52.497699,1674,356.007672
22.021169,1674,368.450985
96.408266,1674,380.966363
62.693437,1674,393.428694
-5.342384,1674,405.891024
95.909129,1674,418.384383
95.268328,1674,422.805403
117.491148,1674,435.313775
61.456039,1674,447.747079
70.11533,1674,460.220419
52.612658,1674,472.728792
125.367553,1674,477.144806
65.14754,1674,489.609138
88.393105,1674,502.080477
7.451489,1674,514.555819
36.710254,1674,526.993127
75.890568,1674,539.422427
120.587157,1674,543.847451
63.290621,1674,556.309781
65.544765,1674,568.7601
27.124767,1674,581.261467
-6.601979,1674,593.77084
160.776887,1674,598.175844
67.737702,1674,610.670204
57.810082,1674,623.177576
42.975259,1674,635.704965
53.14507,1674,648.166294
-3.842447,1674,660.593593
23.03884,1674,664.994594
33.167997,1674,677.343822
72.959479,1674,689.501876
98.489427,1674,701.888137
91.12561,1674,714.252378
135.916374,1674,718.653379
112.011955,1674,731.07267
71.096947,1674,743.155656
162.524244,1674,755.438823
108.490022,1674,767.885139
82.409574,1674,780.279408
42.320978,1674,784.657388
47.337889,1674,797.145742
52.148137,1674,809.581048
86.579031,1674,821.982323
90.215624,1674,834.397611
48.494113,1674,838.759576
30.98145,1674,851.128822
42.475739,1674,863.51108
46.775481,1674,875.914356
19.454151,1674,888.329644
35.346371,1674,900.734923
58.601086,1674,905.077872
58.848503,1674,917.463131
44.731221,1674,929.882423
-4.622991,1674,942.277693
41.928293,1674,954.677966
48.2959,1674,959.010906
38.829324,1674,971.461226
70.089059,1674,983.853492
34.744315,1674,996.245759
-10.05125,1674,1008.661046
25.567896,1674,1021.067326
42.43596,1674,1025.387253
28.713655,1674,1037.770512
36.690384,1674,1050.213825
39.278979,1674,1062.616101
49.981445,1674,1075.005365
36.541408,1674,1079.339305
48.347855,1674,1091.75159
30.863872,1674,1104.117833
32.484979,1674,1116.437033
34.646869,1674,1128.816288
25.948686,1674,1141.161512
56.084742,1674,1145.484442
33.700117,1674,1157.841677
31.694067,1674,1170.257966
38.007727,1674,1182.606193
31.361346,1674,1195.003464
38.645441,1674,1199.34441
38.356123,1674,1211.72867
42.197256,1674,1224.14696
35.581383,1674,1236.504195
47.602769,1674,1248.888454
39.878368,1674,1253.225398
20.242664,1674,1265.497555
32.782897,1674,1277.357337
69.136343,1674,1286.731861
35.224118,1674,1296.122398
38.259892,1674,1305.509933
40.499457,1674,1308.705839
34.154188,1674,1318.084366
29.332948,1674,1327.454885
57.016304,1674,1336.833412
42.937978,1674,1346.217944
44.22516,1674,1349.40384
22.679404,1674,1358.764351
52.986743,1674,1368.12386
37.319951,1674,1377.476363
44.899472,1674,1386.838875
39.792066,1674,1396.195382
32.346123,1674,1399.388285
33.981305,1674,1408.76481
29.970257,1674,1418.144337
39.816989,1674,1427.488833
53.449607,1674,1436.842337
39.607268,1674,1440.044248
41.612615,1674,1449.411765
31.397208,1674,1458.774277
19.477232,1674,1468.144796
35.907845,1674,1477.511312
38.635509,1674,1486.859812
49.477508,1674,1490.046709
47.751507,1674,1499.402215
12.534643,1674,1508.772734
51.760046,1674,1518.141252
36.709438,1674,1527.522781
19.672745,1674,1530.734701
46.452283,1674,1540.072191
24.557391,1674,1549.443711
30.599211,1674,1558.820236
37.158867,1674,1568.203767
27.546667,1674,1577.57729
39.074452,1674,1580.765188
33.817661,1674,1590.121695
54.382591,1674,1599.478201
29.838813,1674,1608.830704
53.541929,1674,1618.287302
38.627857,1674,1621.477202
34.223819,1674,1630.824701
37.538347,1674,1640.169196
26.09433,1674,1649.540717
41.145404,1674,1658.886213
28.936298,1674,1668.232711
39.456433,1674,1671.424613
19.33346,1674,1680.783121
36.75224,1674,1690.11961
31.047245,1674,1699.48012
34.585601,1674,1708.833624
37.170906,1674,1712.022523
46.354653,1674,1721.372024
47.512754,1674,1730.708512
44.883084,1674,1740.059013
45.386182,1674,1749.40451
35.558575,1674,1758.729988
38.725268,1674,1761.924893
55.096298,1674,1771.271391
37.997034,1674,1780.596869
39.020763,1674,1789.933358
26.142782,1674,1799.293868
45.371109,1674,1802.47476
35.358401,1674,1811.811249
40.082597,1674,1821.193779
54.725831,1674,1830.538275
41.506161,1674,1839.889777
35.453192,1674,1849.229268
43.855481,1674,1852.415165
34.27602,1674,1861.762663
38.764354,1674,1871.110162
38.706588,1674,1880.437642
44.125591,1674,1889.786141
44.023719,1674,1892.984049
37.762578,1674,1902.348562
38.417097,1674,1911.694359
41.789664,1674,1921.06588
42.092927,1674,1930.394361
37.499607,1674,1939.738857
38.29954,1674,1942.911741
38.559577,1674,1952.263244
33.004085,1674,1961.590724
37.970504,1674,1970.93622
36.303527,1674,1980.293728
43.590554,1674,1983.465612
34.664853,1674,1992.8021
39.086708,1674,2002.130582
45.358096,1674,2011.48909
34.160506,1674,2020.841593
33.563441,1674,2030.188091
39.865705,1674,2033.352968
41.025361,1674,2042.710476
40.31855,1674,2052.04296
36.145877,1674,2061.394463
34.592012,1674,2070.767985
40.61358,1674,2073.936866
40.050002,1674,2083.271353
40.674104,1674,2092.608842
35.851026,1674,2101.947332
41.792819,1674,2111.269808
35.568731,1674,2120.622311
35.811372,1674,2123.790191
36.578161,1674,2133.135688
38.689822,1674,2142.470175
46.115393,1674,2151.798656
40.558026,1674,2161.140149
43.473043,1674,2164.317037
36.444969,1674,2173.661533
32.774518,1674,2183.008031
41.289796,1674,2192.338514
44.083085,1674,2201.692018
48.150885,1674,2204.88492
38.219295,1674,2214.216404
41.180744,1674,2223.548889
43.073086,1674,2232.880373
38.382558,1674,2242.229873
40.877563,1674,2251.578373
43.438995,1674,2254.744251
38.744787,1674,2264.094752
35.592992,1674,2273.447255
35.12958,1674,2282.794754
33.146038,1674,2292.129241
39.81395,1674,2295.298121
29.985164,1674,2304.649624
36.601974,1674,2313.999124
28.163311,1674,2323.358633
33.13588,1674,2332.714139
40.171379,1674,2342.057634
26.49929,1674,2345.225514
37.016411,1674,2354.579018
36.532102,1674,2363.949537
36.435579,1674,2373.306044
37.78192,1674,2382.663552
36.336104,1674,2385.830431
44.65683,1674,2395.181933
31.001193,1674,2404.585483
29.237566,1674,2413.994037
26.675581,1674,2423.341535
29.899874,1674,2432.693038
15.377308,1674,2435.887942
43.202305,1674,2445.22443
32.742301,1674,2454.564923
3.852798,1674,2463.915424
-4.241423,1674,2473.279938
13.393261,1674,2476.457827
20.08761,1674,2485.852368
-1.233076,1674,2495.22489
5.222275,1674,2504.55337
24.103194,1674,2513.876848
26.824543,1674,2523.21834
-4.827985,1674,2526.386221
-10.275504,1674,2535.726713
-0.255541,1674,2545.054193
11.796947,1674,2554.387679
5.844936,1674,2563.719162
111.392872,1674,2566.91707
99.590647,1674,2576.236543
63.96468,1674,2585.579037
8.836852,1674,2594.929538
79.437254,1674,2604.260021
122.501746,1674,2613.606519
373.544551,1674,2616.784408
502.082062,1674,2626.123899
3.430676,1674,2635.476402
185.503381,1674,2644.845921
17.993675,1674,2654.192418
377.423466,1674,2657.378317
26.264255,1674,2666.731821
364.093904,1674,2676.073314
411.829393,1674,2685.41881
461.836114,1674,2694.76731
368.158321,1674,2704.130823
539.493106,1674,2707.319722
441.860246,1674,2716.652207
101.405765,1674,2726.000706
620.140256,1674,2735.367222
293.481279,1674,2744.716722
408.63807,1674,2747.915631
412.958469,1674,2757.280145
377.645533,1674,2766.617634
416.47349,1674,2775.967135
