#{"t_start": 1649390037.5215073, "env_id": null}
r,l,t
762.243414,776,2.1113
246.617319,776,4.153708
170.418412,776,6.19314
214.962505,776,8.21705
138.834503,776,10.207375
297.492812,776,12.182225
267.019579,776,14.149208
212.030355,776,16.114263
173.250905,776,18.079233
400.379906,776,20.046648
208.580993,776,22.01902
165.684777,776,23.980804
146.970566,776,25.940691
201.790552,776,27.903223
108.067853,776,29.859222
294.983636,776,31.820411
112.016998,776,33.778192
153.413877,776,35.736991
255.114406,776,37.693287
677.107814,776,39.65027
623.425774,776,41.615238
1119.292534,776,43.578204
1079.335262,776,45.543368
1138.569238,776,47.507217
847.600802,776,49.464198
812.534577,776,51.427252
741.006753,776,53.382284
748.099026,776,55.335247
810.463082,776,57.29022
905.015816,776,59.244192
521.581928,776,61.206622
388.945923,776,63.162737
590.664819,776,65.117146
216.658199,776,67.072206
492.715473,776,69.028347
517.010804,776,70.993661
764.702281,776,72.950514
757.521037,776,74.90529
693.663967,776,76.860643
553.199298,776,78.813009
645.313588,776,80.77126
624.424005,776,82.728217
783.865711,776,84.686589
737.76523,776,86.642947
812.336293,776,88.603732
437.298249,776,90.575037
793.934357,776,92.533231
935.658176,776,94.49019
1163.280509,776,96.444241
1142.208309,776,98.403195
1069.957613,776,100.379274
1073.642777,776,102.34324
1118.163873,776,104.320138
609.393784,776,106.295382
253.372211,776,108.267153
486.29664,776,110.240122
524.003599,776,112.20916
513.485096,776,114.176242
440.187557,776,116.142207
806.258819,776,118.106274
1043.559511,776,120.078324
531.135074,776,122.056588
1414.159818,776,124.031385
984.345532,776,126.010758
896.769122,776,127.989219
539.850683,776,129.982243
813.166863,776,131.97496
965.308412,776,133.952757
874.819448,776,135.923061
1159.653364,776,137.884227
1140.382885,776,139.850191
1224.330908,776,141.804369
1219.919367,776,143.758296
1095.271446,776,145.71167
1129.405519,776,147.666192
1215.911599,776,149.628175
1296.965212,776,151.587232
1102.746841,776,153.546188
1034.820765,776,155.508248
933.232904,776,157.472908
687.219693,776,159.438276
592.669523,776,161.397642
491.528356,776,163.355163
539.584229,776,165.311215
534.171704,776,167.268266
760.365914,776,169.227237
819.340432,776,171.179189
698.319346,776,173.133302
477.549982,776,175.09008
596.360451,776,177.046427
519.796523,776,179.007224
622.033898,776,180.971744
635.206209,776,182.947541
842.882024,776,184.920937
500.354634,776,186.881736
798.16937,776,188.842216
753.559621,776,190.806187
633.182464,776,192.764904
718.840028,776,194.722771
584.511005,776,196.67817
581.132884,776,198.639294
436.665635,776,200.603282
375.434931,776,202.572649
337.16002,776,204.538021
436.075441,776,206.500159
409.409423,776,208.466217
400.776997,776,210.429183
368.335476,776,212.392658
590.508671,776,214.367041
417.950062,776,216.34261
592.681716,776,218.321163
320.155984,776,220.295161
678.135385,776,222.271212
488.842215,776,224.248707
573.116587,776,226.233188
609.467772,776,228.221945
433.35101,776,230.197741
453.747542,776,232.17419
534.613849,776,234.153506
343.914026,776,236.136166
376.177366,776,238.115145
431.618581,776,240.082206
390.958711,776,242.049471
357.837335,776,244.025851
320.93406,776,245.999659
316.811069,776,247.978203
351.785585,776,249.935163
493.230096,776,251.891216
273.194715,776,253.848384
341.112362,776,255.81217
297.867942,776,257.787627
231.048029,776,259.772166
304.471356,776,261.757149
321.302175,776,263.745238
342.79465,776,265.723703
424.94825,776,267.700193
516.832836,776,269.668167
471.235822,776,271.626217
297.92325,776,273.588187
334.087438,776,275.544217
302.720285,776,277.505945
316.648387,776,279.464727
400.81122,776,281.421023
455.211576,776,283.379259
263.450422,776,285.349558
339.552553,776,287.320351
324.673087,776,289.287646
287.294524,776,291.25097
411.313944,776,293.226192
182.65197,776,295.205113
214.921033,776,297.195439
395.176744,776,299.178818
297.004464,776,301.169141
286.454989,776,303.161081
242.095077,776,305.148961
299.328632,776,307.137928
184.220023,776,309.120162
242.71503,776,311.092137
401.411095,776,313.060101
257.743972,776,315.024241
273.664308,776,316.991222
337.074969,776,318.955105
289.984984,776,320.922151
325.129577,776,322.886462
308.441157,776,324.847106
284.556364,776,326.807631
291.475753,776,328.767138
301.895526,776,330.72415
322.424437,776,332.679123
383.387524,776,334.636614
351.125677,776,336.598398
314.078644,776,338.553637
269.512251,776,340.508358
265.004914,776,342.464754
264.216059,776,344.420128
316.209267,776,346.38215
265.492732,776,348.338122
267.358788,776,350.295069
252.55154,776,352.252134
281.110953,776,354.210381
386.037252,776,356.179337
362.162499,776,358.139778
330.872037,776,360.102424
395.296283,776,362.059339
341.472459,776,364.015704
338.006163,776,365.974993
347.287278,776,367.932868
339.624952,776,369.890144
281.20167,776,371.847113
303.120872,776,373.802736
351.10794,776,375.763101
313.551197,776,377.720562
385.425479,776,379.686157
372.574372,776,381.649134
343.123476,776,383.610193
224.44018,776,385.578146
344.571197,776,387.538087
307.063327,776,389.502611
456.975534,776,391.473565
318.480316,776,393.452696
307.962181,776,395.43216
492.749017,776,397.404213
239.714358,776,399.374945
317.598822,776,401.338877
365.26688,776,403.307516
279.046171,776,405.282122
326.79899,776,407.246192
289.168691,776,409.205059
316.977358,776,411.163412
307.448062,776,413.118516
286.570975,776,415.077092
295.538274,776,417.033153
290.48161,776,418.988112
248.038201,776,420.944144
302.217671,776,422.901108
255.374613,776,424.861066
289.649166,776,426.81679
245.68594,776,428.772292
294.472933,776,430.726735
282.388647,776,432.684093
260.514892,776,434.645192
271.851363,776,436.59997
308.776666,776,438.55641
308.442642,776,440.511089
273.814524,776,442.46631
302.249613,776,444.424245
306.331901,776,446.378605
312.716112,776,448.3339
326.860735,776,450.289063
283.987632,776,452.242123
334.34175,776,454.202978
302.594066,776,456.156133
319.012977,776,458.111085
334.627437,776,460.065727
370.086566,776,462.020077
347.009374,776,463.979861
333.614408,776,465.933072
317.640423,776,467.885215
324.31553,776,469.838664
319.433197,776,471.794046
365.243175,776,473.751099
338.973623,776,475.703056
458.061209,776,477.657101
271.254697,776,479.609066
310.569762,776,481.564109
251.638292,776,483.525078
324.35338,776,485.479122
273.757393,776,487.432075
288.506771,776,489.387131
280.334214,776,491.341092
277.123434,776,493.300056
288.888844,776,495.255469
301.931935,776,497.206244
269.375332,776,499.159434
218.933146,776,501.112681
214.541285,776,503.072119
250.673253,776,505.028081
240.705436,776,506.986874
208.163917,776,508.944317
299.497991,776,510.902118
179.876002,776,512.86316
279.132147,776,514.821044
224.586878,776,516.7781
169.197467,776,518.73404
204.229034,776,520.688105
228.557422,776,522.649065
231.186263,776,524.605105
252.118388,776,526.560075
218.949508,776,528.517029
179.062114,776,530.472073
192.838092,776,532.434049
175.91958,776,534.391172
211.185399,776,536.346059
231.563279,776,538.302394
263.050423,776,540.256324
260.115459,776,542.217662
226.176042,776,544.173092
289.321311,776,546.129025
262.379435,776,548.084462
294.95803,776,550.117418
303.492742,776,552.08092
223.955361,776,554.040055
303.758952,776,556.001066
300.28072,776,557.960055
285.64866,776,559.91508
271.377974,776,561.878757
241.480874,776,563.836538
227.950098,776,565.792681
233.375074,776,567.750438
277.217554,776,569.711103
203.523847,776,571.684058
165.088037,776,573.655045
246.89719,776,575.626569
162.38024,776,577.595935
170.252983,776,579.571316
189.391128,776,581.541624
279.055408,776,583.499799
293.887304,776,585.456108
276.748799,776,587.410058
301.160446,776,589.367283
334.961143,776,591.330643
236.334217,776,593.292428
247.192258,776,595.261836
204.96637,776,597.235178
137.048238,776,599.211121
202.476077,776,601.193925
234.490957,776,603.17432
198.69138,776,605.153054
276.798598,776,607.120045
254.228766,776,609.077007
249.541703,776,611.038049
171.200648,776,613.002857
161.395339,776,614.983242
165.333034,776,616.962113
241.749493,776,618.934165
388.9362,776,620.902036
229.993273,776,622.86509
256.453923,776,624.826049
254.306115,776,626.791044
249.488728,776,628.758152
307.601153,776,630.732106
336.360178,776,632.703482
194.910775,776,634.685089
215.119097,776,636.654052
226.751634,776,638.614995
268.710148,776,640.575072
258.981641,776,642.529026
275.684305,776,644.485523
274.686192,776,646.440142
253.872901,776,648.394918
263.886267,776,650.35388
280.714455,776,652.309009
278.279581,776,654.264414
307.158825,776,656.220193
259.292545,776,658.17597
281.383127,776,660.135753
293.927425,776,662.091748
284.019163,776,664.050021
337.212195,776,666.006002
385.481533,776,667.964354
235.181713,776,669.925717
283.457996,776,671.886081
299.183824,776,673.847381
229.307989,776,675.808078
314.076979,776,677.768025
189.365449,776,679.734014
197.005514,776,681.705073
230.603003,776,683.676638
191.456874,776,685.652584
226.051485,776,687.630529
173.883504,776,689.612047
176.743976,776,691.582026
152.144188,776,693.542989
194.358138,776,695.506041
201.967293,776,697.468009
321.280444,776,699.438987
315.364282,776,701.403034
311.038315,776,703.366729
340.688456,776,705.32564
319.645484,776,707.286585
397.463352,776,709.248996
429.186926,776,711.213582
350.879829,776,713.179368
297.304486,776,715.141731
499.79301,776,717.109777
307.218778,776,719.077093
329.274204,776,721.038463
376.783505,776,723.002249
286.38392,776,724.959536
249.476683,776,726.915333
314.237599,776,728.87798
276.567969,776,730.833332
301.956388,776,732.789046
233.85939,776,734.744329
227.409444,776,736.699988
201.250527,776,738.660585
201.168749,776,740.618947
274.827407,776,742.574293
277.573053,776,744.532164
278.852587,776,746.490074
290.772023,776,748.455029
308.720699,776,750.415486
248.083106,776,752.374017
288.153141,776,754.332992
308.691895,776,756.28982
279.383886,776,758.253605
296.30821,776,760.210966
265.327021,776,762.171576
274.521476,776,764.129452
275.475832,776,766.088045
233.134595,776,768.054
233.119943,776,770.019979
244.09443,776,771.987323
226.880085,776,773.955112
243.437754,776,775.915495
203.247187,776,777.875791
254.37843,776,779.83297
201.602328,776,781.788111
228.025678,776,783.745967
255.28682,776,785.702042
253.373258,776,787.661083
237.171368,776,789.617953
225.073494,776,791.575002
