#{"t_start": 1649480926.1062226, "env_id": null}
r,l,t
308.760426,776,1.456922
474.672029,776,2.907842
541.605126,776,9.677402
342.034926,776,10.9822
369.972443,776,12.305998
238.574923,776,19.230515
412.77379,776,20.470237
549.053572,776,28.179747
664.689306,776,29.537913
405.597227,776,30.77763
550.089536,776,37.428826
404.381963,776,38.676561
494.679094,776,40.155501
588.145652,776,46.825322
463.155061,776,48.112083
708.876772,776,54.873007
568.585644,776,56.146776
287.946529,776,57.347463
1061.788586,776,64.014244
370.625359,776,65.295015
429.551757,776,66.490703
379.288844,776,73.266649
444.463447,776,74.523975
517.983307,776,81.206811
461.329547,776,82.411491
903.018841,776,83.700461
1350.126517,776,90.364254
902.838542,776,91.607177
925.182457,776,93.027062
1610.618876,776,99.903316
610.164341,776,101.227108
719.999939,776,107.984381
536.205907,776,109.131029
620.280438,776,110.430806
551.692598,776,117.274225
960.269621,776,118.498522
748.142474,776,125.301847
919.886028,776,126.492112
696.741536,776,127.780873
983.301785,776,134.33902
774.853822,776,135.534698
669.013326,776,136.847169
482.220468,776,143.551716
312.495426,776,144.882732
1737.248979,776,151.683896
1502.810689,776,152.886163
658.708734,776,154.160512
795.478089,776,160.886786
1396.895156,776,162.095479
1726.678861,776,163.249529
788.934564,776,170.179859
730.113412,776,171.373734
1450.730869,776,178.221081
746.298282,776,179.491019
743.286385,776,180.788994
387.927394,776,187.41694
379.315435,776,188.611203
595.434771,776,190.035697
593.018951,776,196.838272
584.534385,776,198.16109
898.449734,776,204.962018
644.416525,776,206.153686
1462.124047,776,207.45345
936.460171,776,214.06802
1151.6125,776,215.285713
449.179127,776,222.090097
687.503502,776,223.284776
692.950005,776,224.566543
999.079855,776,231.382619
1387.374778,776,232.577884
611.96459,776,233.860827
345.236643,776,240.451746
1612.960118,776,241.674455
821.20671,776,248.402891
373.951439,776,249.596978
1068.778565,776,250.852709
774.597483,776,257.478482
689.474477,776,258.663745
1477.899502,776,259.97971
1940.035947,776,266.693831
363.899612,776,267.989607
1263.319493,776,274.779749
1137.938031,776,275.96342
732.806443,776,277.242171
750.212977,776,283.931824
1211.426721,776,285.087466
501.677178,776,286.418334
940.774212,776,293.166817
673.350511,776,294.391103
614.563436,776,301.429122
1714.745451,776,302.644821
760.303933,776,303.976737
779.124642,776,310.938796
1127.53797,776,312.150682
1941.533725,776,313.469471
1084.440795,776,320.182716
1357.731521,776,321.414422
1372.665694,776,328.067243
1884.726875,776,329.262914
2099.22148,776,330.589315
1135.604355,776,337.239674
1418.014972,776,338.459582
1004.774387,776,345.292021
1156.927835,776,346.480686
1458.074863,776,347.78307
1592.297805,776,354.683215
919.404905,776,355.915442
1154.420585,776,357.194193
1820.073516,776,363.947837
1246.611564,776,365.217176
506.461811,776,371.983694
1343.862498,776,373.218418
1526.435772,776,374.493579
1300.326641,776,381.225879
1880.420861,776,382.551679
1855.390488,776,383.747361
1716.762216,776,390.514077
1182.986398,776,391.765721
1058.835566,776,398.618119
1585.5585,776,399.992548
667.772403,776,401.184813
1901.596707,776,407.884372
1094.768324,776,409.102081
1094.993023,776,410.446497
940.338699,776,417.384869
1311.458225,776,418.738699
955.040184,776,425.559868
1322.212147,776,426.753138
2058.111735,776,428.042502
1046.071238,776,434.722952
1113.538494,776,435.930277
1947.605054,776,442.706565
1090.222019,776,443.882237
1005.779402,776,445.14397
1901.018705,776,451.907952
1310.884318,776,453.164724
204.844485,776,454.511553
2210.748196,776,461.194786
1551.919128,776,462.336834
1156.56677,776,469.014189
1291.988504,776,470.502489
1260.123328,776,471.647732
1159.295955,776,478.242288
1746.274259,776,479.415942
792.178966,776,480.717313
1763.003773,776,487.585405
1396.947599,776,488.814125
1035.502451,776,495.597445
2093.188542,776,496.790717
1383.97524,776,498.061456
2117.775441,776,505.047957
1441.490276,776,506.341333
999.84403,776,507.601682
1026.296528,776,514.58123
1852.159367,776,515.818954
1411.900587,776,522.522039
1149.249157,776,523.713124
2683.389023,776,524.994289
1872.278684,776,532.27995
1563.78644,776,533.996122
2265.501655,776,541.835075
2636.290652,776,543.014742
1340.288699,776,544.369167
1938.497859,776,551.038786
1110.648079,776,552.25606
1488.617651,776,553.396689
1260.531914,776,560.063527
1359.011132,776,561.315333
1048.517267,776,567.849008
1331.439953,776,568.998637
873.226144,776,570.316426
966.162501,776,577.196868
1187.788838,776,578.327685
1113.270397,776,579.517767
1098.210522,776,586.089279
1101.678216,776,587.322017
1331.449309,776,593.809828
1006.056882,776,594.98649
1132.636044,776,596.254227
2112.678246,776,602.867519
1044.484132,776,603.957102
1196.837549,776,605.064705
1392.49233,776,611.710337
1212.058105,776,612.977661
1504.023473,776,619.538218
907.20376,776,620.700869
1882.778135,776,621.942599
1010.644164,776,628.558635
1227.442054,776,629.727293
1486.486547,776,631.024067
1230.869252,776,637.774397
1273.587111,776,638.979079
1111.911723,776,645.572946
943.595708,776,646.720498
1844.597983,776,647.971225
1076.728021,776,654.65299
294.878043,776,655.913257
1082.040388,776,662.409415
1437.288168,776,663.627616
1085.010942,776,664.825168
1844.6383,776,671.845437
1098.396342,776,672.922612
1230.4697,776,674.17086
1212.943503,776,680.600333
1115.452613,776,681.632272
1034.272034,776,688.035737
1704.606682,776,689.159352
1265.74371,776,690.360054
1209.249642,776,696.622219
963.393767,776,697.64274
994.896294,776,698.76295
1012.437493,776,705.360026
1050.14966,776,706.523087
1132.082702,776,713.23215
946.432321,776,714.376338
1433.848531,776,715.497954
1209.585568,776,722.202403
880.92809,776,723.366054
982.774041,776,724.633804
1180.337225,776,731.21544
1227.216013,776,732.328047
1097.633301,776,738.937106
1019.666193,776,740.109283
1374.994957,776,741.371032
1369.907256,776,748.121945
1229.360808,776,749.321645
1082.573166,776,755.901022
998.621802,776,757.058853
1374.14119,776,758.275554
1084.845658,776,764.947152
2322.725811,776,766.097794
1005.694976,776,767.354388
1082.144196,776,773.924127
1069.502233,776,775.10881
2263.744024,776,781.886726
1109.618961,776,783.052975
1266.518595,776,784.294701
1224.999581,776,790.923106
1373.359088,776,792.078174
1328.2662,776,793.358929
1140.420972,776,800.439876
1057.928602,776,801.59893
1270.355535,776,808.48939
1275.178481,776,809.65345
1207.573553,776,810.943232
1152.940033,776,817.664483
1262.597039,776,818.855894
1164.346331,776,820.16468
1138.128383,776,826.888372
1218.614625,776,828.108481
998.513426,776,834.816378
1302.321853,776,835.991047
1238.542656,776,837.257198
1198.264001,776,843.877885
1272.201484,776,845.054958
1131.786654,776,846.365338
1014.498643,776,853.096063
1212.670196,776,854.299767
1035.018377,776,861.846436
1170.420653,776,863.437477
1309.286552,776,865.106818
1114.262014,776,874.061828
1114.327595,776,875.571025
1154.431181,776,882.018438
1140.126605,776,883.154471
1206.54292,776,884.352164
1113.46778,776,891.111883
1276.821419,776,892.264531
931.132617,776,893.5723
1151.065457,776,900.297057
1250.180422,776,901.580422
1071.187742,776,908.345345
1176.085021,776,909.589682
1366.844132,776,910.989209
1200.250428,776,917.52385
1168.509843,776,918.767709
1312.04896,776,920.092515
1209.255681,776,926.940892
1063.841326,776,928.155606
1226.656532,776,934.880602
1113.408521,776,936.106304
1261.896394,776,937.405097
1257.913635,776,944.118982
1485.352423,776,945.324085
1137.433632,776,946.586979
1165.296668,776,953.375994
1139.655681,776,954.553095
1228.992333,776,961.289755
1340.200347,776,962.440676
1209.535593,776,963.739451
1343.669079,776,970.310202
1355.396797,776,971.518304
1157.859109,776,978.203175
1315.100336,776,979.363265
1286.106112,776,980.600397
1227.430347,776,987.228336
1277.744052,776,988.387478
1320.800205,776,989.634207
1162.547763,776,997.347065
1104.812182,776,1001.211686
1140.086808,776,1010.347453
1246.842537,776,1011.581184
1242.971429,776,1012.786872
1296.357936,776,1019.457047
1193.817686,776,1020.510181
1219.592015,776,1021.591768
1185.996982,776,1028.193736
1207.107503,776,1029.372805
1276.472027,776,1036.088594
1216.130093,776,1037.258267
1209.951174,776,1038.466459
1151.084577,776,1045.187856
1311.14299,776,1046.38355
1339.212826,776,1047.644236
1160.388038,776,1054.397337
1344.293983,776,1055.50336
1253.727848,776,1062.008668
1262.438597,776,1063.214985
1263.769652,776,1064.889734
1219.905803,776,1073.895027
1247.466206,776,1075.143667
1214.093119,776,1081.826039
1301.231938,776,1083.006714
1184.618505,776,1084.193908
1251.715365,776,1090.828926
1146.87056,776,1091.991589
1232.427019,776,1093.229715
1209.792652,776,1099.926318
1244.069876,776,1101.18467
1144.979032,776,1108.007658
1160.23548,776,1109.186241
1234.312412,776,1110.408549
1304.148718,776,1117.174086
1184.618868,776,1118.365794
1336.415103,776,1119.621102
1290.027788,776,1126.355105
1150.305341,776,1127.522407
1187.349664,776,1134.278694
1244.716064,776,1135.445879
1190.493955,776,1136.63715
1247.553646,776,1143.450517
1182.690004,776,1144.636891
1199.381664,776,1146.002338
1245.151586,776,1154.97255
1239.221693,776,1156.249439
1230.357288,776,1163.161433
1231.979367,776,1164.321688
1225.38157,776,1165.578437
1238.423049,776,1177.398551
1285.343677,776,1178.800827
1316.795366,776,1180.314026
1265.029086,776,1187.366505
1279.511241,776,1188.595232
1208.511535,776,1195.401007
1238.049163,776,1196.467577
1257.522163,776,1197.560763
1216.880874,776,1204.464637
1248.420465,776,1205.642708
1176.837923,776,1212.386624
1222.095704,776,1213.51265
1251.927722,776,1214.71595
1271.408319,776,1221.358726
1266.034175,776,1222.49076
1269.25862,776,1223.742516
1237.100743,776,1230.48586
1243.315554,776,1231.674545
1281.651375,776,1238.434479
1225.347593,776,1239.565517
1242.301625,776,1240.770209
1240.922806,776,1247.494546
1229.709794,776,1248.638694
1245.037877,776,1249.923057
1242.518554,776,1256.57042
1264.433308,776,1257.761509
1187.330938,776,1264.571206
1197.024427,776,1265.714248
1212.073802,776,1266.948417
1245.621459,776,1273.724808
1211.882236,776,1274.866362
1288.882596,776,1276.143526
1189.522066,776,1282.763141
1222.794938,776,1283.953246
1281.659936,776,1290.568342
1138.103648,776,1291.694965
1217.357891,776,1292.914177
1278.023394,776,1299.508541
1319.459192,776,1300.645575
1299.403466,776,1307.373409
1241.677624,776,1308.505651
1235.971529,776,1309.688303
1252.632664,776,1316.391162
1211.560877,776,1317.600447
1276.595658,776,1318.806148
1187.836253,776,1325.421127
1287.77331,776,1326.564351
1313.404055,776,1333.261811
1246.995015,776,1334.407853
1214.769482,776,1335.598544
1202.325497,776,1342.200917
1088.620765,776,1343.328943
1244.341098,776,1344.57459
1256.208785,776,1351.102302
1202.072109,776,1352.257548
1141.944736,776,1358.857316
1243.797901,776,1359.983955
1224.429195,776,1361.185643
1421.505552,776,1367.775765
1186.360737,776,1368.901791
1191.056786,776,1370.143123
1146.487404,776,1376.686228
1194.688915,776,1377.892329
1268.395644,776,1384.48346
1205.992995,776,1385.604078
1271.652495,776,1386.823187
1249.16448,776,1393.504452
1228.471013,776,1394.636481
1138.738881,776,1401.242441
1126.747144,776,1402.367647
1240.802223,776,1403.54672
1164.895588,776,1410.081726
1236.488757,776,1411.205749
1237.026888,776,1412.440482
1218.715168,776,1418.975389
1226.670629,776,1420.114429
1189.386207,776,1426.824922
1183.387577,776,1427.948945
1212.238247,776,1429.136024
1238.664246,776,1435.870142
1183.291758,776,1437.016191
1285.030593,776,1438.23631
1389.852104,776,1444.805057
1241.362869,776,1445.961291
1195.00184,776,1452.702373
1169.761584,776,1453.838041
1299.069983,776,1455.053151
1171.597192,776,1461.753915
1171.81039,776,1462.916116
1230.994747,776,1464.193882
1202.059464,776,1470.961663
1199.672996,776,1472.130329
1145.938439,776,1478.811214
1317.522205,776,1479.935847
1237.569613,776,1481.145545
1232.87629,776,1487.828767
1250.029218,776,1488.964398
1260.30356,776,1490.237157
1245.243478,776,1496.825691
1232.933476,776,1497.996926
1211.843563,776,1504.866043
1173.472331,776,1506.196851
1172.831294,776,1507.306447
1254.246174,776,1514.377205
1254.056387,776,1515.660971
1202.367796,776,1523.928253
1190.771625,776,1525.521701
1228.82913,776,1527.197157
1245.116913,776,1536.369912
1226.938673,776,1538.068098
1252.419382,776,1539.736812
1279.56992,776,1548.961406
1207.045614,776,1550.584741
1283.58713,776,1559.409305
1278.639971,776,1560.980241
1250.675245,776,1562.679372
1246.274981,776,1571.349075
1285.072364,776,1572.851045
1335.01671,776,1574.540171
1242.149953,776,1583.722883
1279.185248,776,1585.320343
1277.554119,776,1594.683761
1224.876385,776,1596.477212
1240.369698,776,1598.361964
1216.95352,776,1607.941481
1279.554356,776,1609.625263
1204.636186,776,1611.187422
1181.285775,776,1620.028123
1242.092743,776,1621.548129
1276.840902,776,1630.532117
1224.374011,776,1632.057504
1203.033816,776,1633.615152
1274.063305,776,1642.985942
1297.126032,776,1644.540143
1194.006407,776,1653.472352
1291.741113,776,1655.178526
1165.528155,776,1656.873347
1251.728313,776,1666.002046
1147.094193,776,1667.725845
1314.818382,776,1669.359525
1156.425383,776,1678.83336
1281.406195,776,1680.517011
1252.178157,776,1689.731909
1325.146566,776,1691.500113
1171.769218,776,1693.035025
1284.089728,776,1702.129885
1301.492925,776,1703.724935
1229.292063,776,1705.283977
1302.40361,776,1714.73547
1185.723307,776,1716.4997
1241.247853,776,1725.809675
1271.000714,776,1727.450785
1198.663747,776,1729.119137
1218.92639,776,1738.307758
1321.211144,776,1739.858171
1248.030464,776,1741.500665
1314.231233,776,1750.675601
1246.390892,776,1752.275055
1232.002564,776,1761.305102
1287.754528,776,1762.799461
1187.605659,776,1764.42955
1240.67606,776,1773.178022
1252.268866,776,1774.733035
1226.910822,776,1776.459696
1148.944869,776,1784.629384
1326.531587,776,1786.209432
1271.054435,776,1795.206701
1155.790261,776,1796.867841
1251.545008,776,1798.520574
1196.297428,776,1807.964922
1237.197151,776,1809.626165
1266.834496,776,1820.023009
1259.14626,776,1821.565999
1210.182414,776,1823.207493
1263.390394,776,1832.178922
1323.145086,776,1833.760955
1129.607094,776,1835.407288
1302.663958,776,1844.450185
1207.758507,776,1846.064653
1221.265169,776,1854.59245
1288.172868,776,1856.112628
1332.213375,776,1857.700669
1217.098588,776,1866.666958
1191.822788,776,1868.280245
1143.653987,776,1869.927742
1288.795154,776,1879.020702
1246.469989,776,1880.64689
1235.144865,776,1889.815542
1151.141725,776,1891.401985
1250.677309,776,1893.093524
1280.608395,776,1902.519954
1270.891736,776,1904.116007
1352.675311,776,1905.678031
1210.887069,776,1915.02739
1173.833252,776,1916.6755
1203.13999,776,1926.166005
1163.089417,776,1927.79949
1173.10554,776,1929.431978
1297.437072,776,1938.708851
1149.34541,776,1939.913134
1197.361675,776,1946.860603
1210.021232,776,1948.004839
1243.477102,776,1949.212941
1284.253481,776,1958.070769
1524.328645,776,1959.712412
1271.891662,776,1961.330478
1257.272627,776,1970.964212
1242.796015,776,1972.663379
1258.132618,776,1981.242124
1276.702241,776,1983.006488
1239.6075,776,1984.670251
1304.431213,776,1994.176186
1206.428793,776,1995.952672
1187.826509,776,1997.573396
1359.584454,776,2004.753956
1209.181059,776,2005.912616
1251.202119,776,2012.542461
1465.896276,776,2013.67908
1191.511892,776,2014.87817
1235.448545,776,2021.447933
1252.666684,776,2022.575554
1183.177861,776,2023.823344
1314.883343,776,2030.433068
1071.06942,776,2031.614153
1280.895027,776,2038.265599
1264.074773,776,2039.393509
1288.527663,776,2040.608207
1155.078094,776,2047.195954
1192.395186,776,2048.339586
1139.70663,776,2054.986219
1299.042489,776,2056.191315
1202.236287,776,2057.373389
1272.817603,776,2064.120602
1213.506155,776,2065.260645
1528.968191,776,2066.477862
1185.772046,776,2073.040406
1207.573777,776,2074.187449
1301.766165,776,2080.862504
1237.730205,776,2081.987121
1169.60397,776,2083.175803
1248.414038,776,2089.799765
1184.158946,776,2090.921788
1159.611868,776,2092.146487
1206.536883,776,2098.777781
1202.537115,776,2099.960047
1074.614958,776,2108.237414
1239.931198,776,2109.769432
1083.965057,776,2111.446827
1344.983269,776,2120.229634
1223.462897,776,2121.318222
1302.143544,776,2122.542929
1206.109652,776,2129.176152
1221.608296,776,2130.34883
1294.403946,776,2137.041259
1191.179707,776,2138.171023
1310.299076,776,2139.395718
1242.315403,776,2146.003687
1195.920631,776,2147.150322
1198.443825,776,2148.46312
1240.093602,776,2155.081752
1193.109921,776,2156.282445
1279.152648,776,2163.033295
1282.665571,776,2164.168449
1236.759114,776,2165.401783
1243.897758,776,2172.236184
1278.975151,776,2173.365211
1179.615267,776,2179.973767
1224.118001,776,2181.188875
1272.898536,776,2182.360539
1220.207094,776,2189.252915
1235.544774,776,2190.448596
1243.365901,776,2191.684324
1248.655423,776,2198.528595
1184.948437,776,2199.76933
1352.647799,776,2206.811182
1232.35399,776,2208.007364
1310.669871,776,2209.278104
1185.30112,776,2216.183519
1210.468384,776,2217.386797
1180.079392,776,2218.707586
1170.444418,776,2225.592666
1176.198215,776,2226.88144
1180.452946,776,2233.745906
1293.466965,776,2235.022687
1217.274102,776,2236.270417
1297.584681,776,2243.218963
1202.99211,776,2244.431159
1226.509573,776,2245.724509
1201.767861,776,2252.770456
1186.953262,776,2253.957306
1298.153115,776,2260.803677
1212.518013,776,2261.98375
1297.42899,776,2263.231888
1278.583419,776,2269.997192
1171.304286,776,2271.242936
1263.817804,776,2278.149249
1352.092759,776,2279.400978
1235.348806,776,2280.747207
