#{"t_start": 1649391309.3764532, "env_id": null}
r,l,t
272.785896,776,2.097493
923.79191,776,4.128427
1033.686867,776,6.162591
310.567894,776,8.160816
1043.577594,776,10.148212
995.239009,776,12.139023
1211.430574,776,14.104347
1133.095666,776,16.070146
1161.468272,776,18.040875
1212.094057,776,20.079822
854.378799,776,22.065175
1080.903655,776,24.042268
856.140664,776,26.010444
1315.515164,776,27.965221
757.887594,776,29.929583
1089.448267,776,31.902464
249.515727,776,33.87639
513.45014,776,35.84776
351.530376,776,37.814197
504.444294,776,39.770436
508.377916,776,41.730773
540.226502,776,43.556905
655.010309,776,45.424509
821.270147,776,47.318216
1414.216203,776,49.218522
503.085504,776,51.129628
526.586955,776,53.121283
320.677362,776,55.062423
383.11287,776,57.209781
796.749525,776,59.165931
722.528482,776,61.03776
1361.434642,776,62.93686
571.092373,776,64.889776
557.545185,776,66.81776
730.012938,776,68.926458
843.038827,776,70.92605
705.179013,776,72.839777
480.51128,776,74.812487
404.537238,776,76.880678
502.750265,776,78.940419
233.345493,776,80.973503
222.586133,776,82.990586
291.100556,776,84.983022
324.645115,776,87.038527
297.736608,776,88.901878
331.734188,776,90.875068
315.617073,776,92.78022
270.330502,776,94.766152
282.406545,776,96.692492
318.785918,776,98.593179
190.336319,776,100.545007
344.681601,776,102.779263
399.090431,776,104.879724
216.613864,776,106.802389
169.727286,776,108.548411
284.832925,776,110.315259
379.576346,776,112.178612
302.339661,776,114.045363
323.393007,776,115.909278
260.34899,776,117.882666
369.018347,776,119.869974
361.511908,776,121.885936
307.845567,776,123.88431
323.420426,776,125.893415
346.885993,776,127.86864
278.36852,776,129.911639
302.892385,776,132.107506
288.481866,776,134.523182
261.917351,776,137.078304
282.206995,776,139.589901
270.631309,776,141.798197
219.413972,776,144.211439
304.416988,776,146.239498
300.207305,776,148.19646
245.496343,776,150.399447
304.636534,776,152.684709
271.383876,776,155.180187
300.257953,776,157.760855
420.329423,776,160.09222
419.144844,776,162.288366
547.169359,776,164.728759
442.827376,776,167.221061
447.30815,776,169.565585
360.652664,776,171.837649
433.032558,776,174.133983
457.721597,776,176.930512
573.912989,776,179.928761
408.790174,776,183.515992
393.542934,776,187.760035
425.372319,776,191.363195
309.83852,776,193.262062
219.568192,776,195.079309
227.442386,776,196.938587
234.81843,776,198.829015
240.719779,776,200.757653
234.671198,776,202.664923
285.924628,776,204.616482
365.552591,776,206.578362
395.605898,776,208.662427
371.325852,776,210.586365
377.230295,776,212.688445
349.778725,776,214.71612
387.525974,776,216.835612
390.755185,776,219.041739
357.9907,776,221.746931
342.362147,776,225.003522
424.856952,776,228.977665
378.02704,776,235.165976
516.037301,776,243.12816
324.066866,776,251.307604
490.677513,776,259.320559
469.923037,776,267.336819
362.006693,776,275.339272
392.172398,776,283.231215
477.904198,776,290.871806
420.003875,776,298.448081
376.572411,776,306.329527
392.034762,776,314.423347
381.175523,776,322.484248
376.612589,776,330.725271
385.453506,776,338.385224
378.551723,776,346.365978
392.276843,776,354.465721
390.892678,776,362.342145
383.749915,776,369.539576
389.483,776,376.993421
389.416712,776,384.752033
382.456,776,392.422223
392.973403,776,400.051953
371.965471,776,408.006531
345.655536,776,415.921933
269.97447,776,424.13239
303.27961,776,432.140353
265.16947,776,439.829561
244.100663,776,447.8214
288.130855,776,456.034721
366.356796,776,464.010463
343.808301,776,471.762035
358.602885,776,479.315038
363.711154,776,486.312595
369.643912,776,493.553368
376.303083,776,501.237689
385.14109,776,509.091552
370.502103,776,517.270625
379.827011,776,525.293399
334.197907,776,532.91783
340.477196,776,540.040416
362.190369,776,547.800221
320.92215,776,555.922634
329.963759,776,563.949681
314.972439,776,571.671241
333.059519,776,579.693899
299.759631,776,587.43748
306.208844,776,595.06421
326.733453,776,602.806947
287.356746,776,610.82817
416.831767,776,618.898758
356.557721,776,627.073031
352.183676,776,634.997705
420.311136,776,642.989541
445.226955,776,650.865043
429.291391,776,659.015937
455.027591,776,667.057487
484.559425,776,674.791671
477.179362,776,682.764693
469.773831,776,690.48907
363.121537,776,697.62411
390.150906,776,704.705964
405.082711,776,712.401517
403.404871,776,720.463631
392.879698,776,728.577744
431.566263,776,736.523252
415.925178,776,744.156429
451.827334,776,751.697426
508.897034,776,759.530945
700.944027,776,767.422387
753.430052,776,775.334279
710.217271,776,783.138484
698.997113,776,790.885198
707.172746,776,798.540735
846.191372,776,806.283287
727.282353,776,814.220783
669.990929,776,822.154803
452.839347,776,830.095301
546.499524,776,837.910978
455.829412,776,845.936124
518.143252,776,854.085755
452.575924,776,861.990851
446.144596,776,869.357654
470.936395,776,876.838782
508.612293,776,884.435148
439.009264,776,892.108864
361.680137,776,899.816274
525.012805,776,907.679281
504.804239,776,915.579274
459.02199,776,923.812915
612.132233,776,932.033177
