#{"t_start": 1648102168.293383, "env_id": null}
r,l,t
29.015525,1674,4.79017
194.315591,1674,9.609351
180.539433,1674,14.292284
191.865669,1674,18.968411
107.159515,1674,23.638249
77.234081,1674,28.320562
145.76621,1674,32.985706
63.76646,1674,37.653238
224.964582,1674,42.312833
168.969819,1674,46.912574
178.591666,1674,51.52514
242.108279,1674,56.138603
543.515527,1674,60.750974
335.824601,1674,65.36601
223.659134,1674,69.896721
107.752136,1674,74.407188
257.263932,1674,78.93307
266.155566,1674,83.493017
222.526244,1674,88.048352
222.699755,1674,92.59487
296.883194,1674,97.143971
233.630853,1674,101.668288
259.079696,1674,106.215617
210.819332,1674,110.727914
261.279331,1674,115.284837
246.972411,1674,119.846309
252.537272,1674,124.394631
264.975096,1674,128.95496
286.413287,1674,133.492964
290.838242,1674,138.019257
245.398728,1674,142.529554
277.378757,1674,147.063266
224.190883,1674,151.614998
333.010075,1674,156.175933
231.382543,1674,160.690717
239.120267,1674,165.222546
246.088114,1674,169.721204
263.020572,1674,174.225418
244.452483,1674,178.718972
288.416777,1674,183.270705
264.207122,1674,187.836448
262.483591,1674,192.371766
345.787568,1674,196.905664
388.003735,1674,201.419945
300.238051,1674,205.915806
245.791729,1674,210.429095
276.107286,1674,214.977136
260.436394,1674,219.54122
318.808677,1674,224.180411
227.091933,1674,228.681299
255.770622,1674,233.206552
201.322458,1674,237.769138
213.08905,1674,242.286009
282.138385,1674,246.791692
322.879114,1674,251.35402
245.832066,1674,255.918553
277.302328,1674,260.429197
276.159398,1674,264.940396
202.644473,1674,269.438265
125.085457,1674,273.953957
101.941486,1674,278.465848
156.551617,1674,283.012171
151.565161,1674,287.585529
145.198241,1674,292.142845
130.295517,1674,296.655536
126.941807,1674,301.159889
134.760515,1674,305.691787
136.932919,1674,310.193477
103.533616,1674,314.713176
82.509325,1674,319.296115
134.096867,1674,323.846027
181.448483,1674,328.355767
144.80272,1674,332.902488
161.430008,1674,337.431121
139.190075,1674,341.948092
138.083405,1674,346.448783
182.212028,1674,350.987498
199.532274,1674,355.520814
290.984311,1674,360.033516
188.599014,1674,364.51018
277.623086,1674,369.018458
271.334868,1674,373.52574
259.489217,1674,378.041603
240.988009,1674,382.587327
226.991946,1674,387.089608
237.823888,1674,391.600638
219.565483,1674,396.106328
246.060697,1674,400.603599
244.036335,1674,405.11188
269.851716,1674,409.608523
231.941516,1674,414.649766
310.108585,1674,419.182894
281.964508,1674,423.752017
269.666268,1674,428.334575
252.228275,1674,432.92274
189.886168,1674,437.513726
252.6109,1674,442.057653
231.334359,1674,446.627009
231.805549,1674,451.203954
285.403356,1674,455.777706
228.700955,1674,460.344796
257.13812,1674,464.931146
186.785939,1674,469.496472
248.806845,1674,474.053903
219.720687,1674,478.630736
239.701423,1674,483.168219
206.98629,1674,487.751554
204.370389,1674,492.319293
271.438316,1674,496.88012
222.340248,1674,501.427964
197.600603,1674,505.999725
297.281363,1674,510.549455
230.968462,1674,515.14499
373.608713,1674,519.703315
412.411073,1674,524.266056
392.536533,1674,528.851226
445.724625,1674,533.416152
451.569907,1674,537.996493
402.901645,1674,542.566242
406.204076,1674,547.15117
559.90769,1674,551.717692
526.692155,1674,556.320477
477.608566,1674,560.919827
549.03689,1674,565.509633
559.266051,1674,570.084983
543.500714,1674,574.761838
459.747881,1674,579.352421
356.539351,1674,583.963252
349.145091,1674,588.554034
325.833338,1674,593.105762
383.752294,1674,597.698289
275.072343,1674,602.275232
263.556452,1674,606.845976
253.429358,1674,611.412315
335.262654,1674,615.964214
239.346047,1674,620.538594
297.795029,1674,625.108359
168.946369,1674,629.693733
95.884836,1674,634.297521
151.094566,1674,638.884281
205.95151,1674,643.487662
273.361683,1674,648.120639
178.044287,1674,652.813763
240.284799,1674,657.437918
229.428264,1674,662.043883
167.351416,1674,666.686056
203.57518,1674,671.286602
233.276607,1674,675.860941
280.274979,1674,680.442049
230.548743,1674,685.023292
250.846361,1674,689.61184
150.149051,1674,694.209626
126.610494,1674,698.816587
44.829037,1674,703.414955
249.536894,1674,708.01272
249.935222,1674,712.616082
267.928375,1674,717.205215
284.151959,1674,721.796164
225.446333,1674,726.394959
100.658699,1674,730.980132
186.830878,1674,735.56949
202.123583,1674,740.162859
275.791047,1674,744.776004
247.446758,1674,749.392216
182.980195,1674,754.015381
150.807328,1674,758.632166
150.286518,1674,763.272869
183.689763,1674,767.876796
161.866354,1674,772.449269
117.507076,1674,777.026214
165.938191,1674,781.609352
172.4919,1674,786.17854
44.632017,1674,790.752901
21.785166,1674,795.443502
134.941768,1674,800.013803
19.441885,1674,804.562974
286.343262,1674,809.118704
160.465179,1674,813.692638
317.875146,1674,818.261964
194.587106,1674,822.836309
231.636707,1674,827.403645
89.062992,1674,831.972127
61.115961,1674,836.524447
42.016339,1674,841.1028
86.269277,1674,845.661129
169.269837,1674,850.23247
70.75197,1674,854.801627
21.03638,1674,859.377562
57.382908,1674,863.951085
362.639638,1674,868.52745
298.654241,1674,873.105371
47.932796,1674,877.681701
94.227198,1674,882.264053
165.833732,1674,886.837805
105.134932,1674,891.418663
168.891743,1674,895.997194
133.629477,1674,900.580542
81.08526,1674,905.119268
81.760432,1674,909.691025
160.608495,1674,914.222424
178.098809,1674,918.786372
108.778054,1674,923.342029
145.376124,1674,927.90996
333.980426,1674,932.478876
233.432448,1674,937.047618
116.067657,1674,941.593337
240.398149,1674,946.14342
203.063505,1674,950.702162
100.808375,1674,955.267903
78.258344,1674,959.827231
56.377077,1674,964.387655
92.274157,1674,968.964406
138.068485,1674,973.529338
234.648832,1674,978.082846
106.321177,1674,982.622156
227.701348,1674,987.305003
218.848512,1674,991.887338
146.453921,1674,996.455875
116.456805,1674,1001.026631
151.144598,1674,1005.58937
145.552536,1674,1010.133155
100.926941,1674,1014.66856
121.410414,1674,1019.189246
112.226413,1674,1023.741655
201.13938,1674,1028.28998
170.180644,1674,1032.839325
136.379028,1674,1037.392391
197.542437,1674,1041.944905
240.782863,1674,1046.471844
211.228129,1674,1050.990137
193.767308,1674,1055.544881
242.566992,1674,1060.099216
267.825701,1674,1064.650855
268.600929,1674,1069.213608
260.845382,1674,1073.735748
238.291196,1674,1078.234606
226.167101,1674,1082.746882
303.611094,1674,1087.279603
317.510902,1674,1091.833515
318.314599,1674,1096.360645
338.578581,1674,1100.91056
299.10213,1674,1105.461701
218.030256,1674,1109.976161
276.033176,1674,1114.462837
303.476394,1674,1118.942923
233.29236,1674,1123.486831
260.300075,1674,1128.033355
256.837243,1674,1132.588953
289.483019,1674,1137.143958
385.517569,1674,1141.635602
304.738694,1674,1146.232969
361.89466,1674,1150.726649
207.908469,1674,1155.24653
318.571898,1674,1159.803437
256.581093,1674,1164.347979
221.875035,1674,1168.870868
299.467438,1674,1173.402835
383.730705,1674,1177.903626
317.801157,1674,1182.435346
364.479836,1674,1186.964647
321.988996,1674,1191.517159
343.653591,1674,1196.072902
262.789963,1674,1200.577438
223.618262,1674,1205.091718
249.207054,1674,1209.576978
218.26184,1674,1214.086676
259.88833,1674,1218.576152
173.480427,1674,1223.111653
215.397112,1674,1227.66516
272.093973,1674,1232.17203
214.199825,1674,1236.694212
246.812009,1674,1241.185301
253.468575,1674,1245.675568
237.618093,1674,1250.145791
249.775936,1674,1254.646274
228.162605,1674,1259.188769
257.806837,1674,1263.72084
291.818514,1674,1268.211104
300.436103,1674,1272.681536
224.670095,1674,1277.145187
249.317873,1674,1281.635863
221.528912,1674,1286.11694
309.551761,1674,1290.60922
222.043096,1674,1295.115285
242.172614,1674,1299.618972
247.189994,1674,1304.107249
208.199049,1674,1308.580176
252.240291,1674,1313.061434
235.513655,1674,1317.542109
292.444297,1674,1322.004547
272.323403,1674,1326.498636
276.411696,1674,1331.026951
265.63027,1674,1335.530262
211.56719,1674,1340.020295
219.168435,1674,1344.485546
234.114255,1674,1348.967211
242.23261,1674,1353.459756
236.871523,1674,1357.957433
