#{"t_start": 1649485393.0045743, "env_id": null}
r,l,t
426.458461,776,1.515983
399.562509,776,2.984323
703.901448,776,9.967579
259.04775,776,11.170875
437.990828,776,12.470059
514.351088,776,19.224862
621.870867,776,20.444578
734.014665,776,27.244953
393.541397,776,28.431237
252.101034,776,29.707201
522.402279,776,36.362919
492.927337,776,37.545995
377.110821,776,38.850188
382.39936,776,45.494234
375.629898,776,46.730966
589.60686,776,53.565163
608.056184,776,54.757423
263.348043,776,56.028579
536.219439,776,62.710044
186.800691,776,63.907392
834.53082,776,65.22319
374.713597,776,71.84786
618.172702,776,73.073204
624.139612,776,79.794879
794.644315,776,80.979959
624.687559,776,82.268133
1501.680705,776,89.055713
355.755393,776,90.258808
345.628123,776,91.602039
493.058326,776,98.557767
275.910047,776,99.795495
413.252201,776,106.779761
558.214025,776,108.005461
337.664937,776,109.395313
953.52001,776,116.218837
1424.274076,776,117.496602
421.905814,776,124.497597
536.625781,776,125.78725
1369.0407,776,127.083142
234.619569,776,133.902741
622.74255,776,135.052378
1142.126782,776,136.341138
718.450845,776,143.130856
537.818162,776,144.321556
818.678954,776,151.072422
1571.042974,776,152.248492
867.472541,776,153.513238
581.287276,776,160.26945
1208.158766,776,161.444519
885.649182,776,162.751323
1655.546885,776,169.3393
947.476181,776,170.495943
1258.835926,776,177.269479
298.548115,776,178.436145
621.362901,776,179.696294
836.493858,776,186.430125
730.784394,776,187.667901
1539.623589,776,188.910646
924.625801,776,195.442093
1375.863695,776,196.659809
1591.267231,776,203.550071
978.48161,776,204.850492
1040.202454,776,206.173701
1585.275987,776,213.244984
1263.142819,776,214.358602
957.255879,776,221.310235
1047.975436,776,222.436479
2197.331932,776,223.776287
1244.061928,776,230.817673
846.21097,776,232.043989
962.040783,776,233.391405
1190.628619,776,240.43362
434.531633,776,241.591288
910.206803,776,248.554391
859.415633,776,249.721053
1163.082009,776,250.999918
1781.955201,776,257.621826
1147.109752,776,258.788082
532.380029,776,260.087862
720.793309,776,266.753742
1717.241236,776,267.969462
905.720248,776,274.766435
1103.135718,776,275.931496
1113.752082,776,277.169231
538.62363,776,283.793436
1353.254634,776,284.945079
1159.798993,776,286.231857
1218.339086,776,292.801826
1227.479389,776,294.001124
1336.546219,776,300.670956
1462.102999,776,301.829018
1936.859792,776,303.080155
883.505835,776,309.741188
1056.670178,776,310.911155
1140.705145,776,312.195636
1087.093041,776,318.807319
1914.994214,776,320.025022
864.769943,776,326.749893
1177.31053,776,327.995839
1055.039234,776,329.275629
1124.345952,776,336.316091
1392.390473,776,337.441883
918.882778,776,344.164376
1200.642664,776,345.473737
1270.111864,776,346.720471
1036.557734,776,353.300591
1205.649172,776,354.452781
786.285179,776,355.729548
1053.775936,776,362.830981
832.297718,776,364.037282
965.241842,776,370.800216
1304.500225,776,372.007529
1022.766998,776,373.179833
1040.522097,776,379.91215
1384.737099,776,381.022162
1260.976864,776,382.137183
1256.757021,776,388.737757
1052.777723,776,389.938972
1021.593303,776,397.140522
1094.640043,776,398.317169
1302.251572,776,399.554505
1066.34547,776,405.908397
1070.496406,776,407.120111
1374.383419,776,408.220722
1036.897949,776,414.900291
1133.395426,776,416.154022
1178.582409,776,422.94048
1351.826233,776,424.122389
966.917032,776,425.379125
908.390769,776,432.002348
1301.947054,776,433.174417
1263.466385,776,439.877535
1060.000301,776,441.024608
1173.627967,776,442.251321
1065.261281,776,448.916043
1382.136605,776,450.095718
999.528524,776,451.391479
1150.118038,776,458.136351
1410.08318,776,459.302995
1429.097698,776,466.027318
1196.719289,776,467.174954
1117.295103,776,468.388661
936.090452,776,475.024749
996.362762,776,476.195399
1087.984129,776,477.457551
1258.329142,776,484.124405
1139.568639,776,485.341521
1577.068792,776,492.134279
1411.056399,776,493.306935
1287.861388,776,494.614725
1154.757258,776,501.297493
1154.040391,776,502.473168
1121.728785,776,503.743323
1075.134084,776,510.448832
1143.893143,776,511.64292
1247.422734,776,518.589896
1064.55627,776,519.748769
1105.409096,776,520.9965
915.285588,776,527.695149
1004.343785,776,528.86581
1244.956396,776,535.712382
1079.377041,776,536.873027
974.587565,776,538.113158
987.168224,776,544.867199
1217.357794,776,546.013852
1117.192102,776,547.265498
944.970488,776,553.874747
893.619977,776,555.042896
1102.967598,776,561.768015
969.881152,776,562.915058
1126.978018,776,564.116256
1182.507195,776,570.870568
1076.870248,776,572.011209
1044.76108,776,573.268524
1000.984312,776,579.882943
1143.669775,776,581.06202
1267.400241,776,587.734667
1142.031902,776,588.876709
980.318952,776,590.093406
1142.024756,776,596.649927
997.851226,776,597.789552
1101.744213,776,599.051706
1124.659418,776,605.652292
989.722686,776,606.851992
1253.425599,776,613.747853
1263.007419,776,614.877881
1003.641766,776,616.13854
1507.925828,776,622.856836
1079.453378,776,624.040508
1007.165864,776,625.360296
894.325399,776,631.955454
